name;price;shipping
No break JBR Guard 600 600VA entrada e saída de 120V preto;36780.0;Free
Computador Fácil Intel Core I3 4gb Ddr3 Ssd 240gb;1309.0;Free
Pc Gamer Barato Completo Intel I5 16gb Ssd 240gb Monitor 21 ;3579.0;Free
Pc Computador Cpu I5 Ssd 240gb, 16gb Memória Ram, Fonte 500w;2150.0;Free
Mouse Logitech  M90 preto;3490.0;Paid
Computador Fácil Slim Intel Core I5 3.20 Ghz 8gb Ssd 240gb;1879.0;Free
Computador Gamer I7 8gb 1tb Gtx 1050 Ti 4gb Ddr5 Win 10 Hdmi;4499.0;Free
Webcam 1080p Full Hd  Câmera Computador Microfone P/envio ;7799.0;Paid
Pc Gamer Fácil Asus Intel I5 10400f 16gb Gtx 1650 Ssd 480gb;7499.0;Free
Computador Pc Completo I3 4°ger 8gb Ssd 240gb;2990.0;Free
Pc Gamer Completo Fácil Intel I5 8gb Ssd 240gb Geforce 2gb;3399.0;Free
Fonte de alimentação para PC Fortrek PWS-2003 200W prata 115V/230V;7899.0;Paid
Computador Gamer Ryzen 5 16gb Ddr4 Ssd 240gb Rx Vega 11 ;4089.0;Free
Computador Desktop Lenovo Thinkcentre M920s Sff I7-8700 16gb;3999.0;Free
Cpu Mini Dell 3060m I7 8700t 32gb Ddr4 Ssd 480gb Win 10 Pro;5999.0;Free
Mouse sem fio Logitech  M190 cinza-carvão;63.0;Free
Pc Gamer Led Rgb Amd Ryzen 4ghz 16gb Ssd Roda Games Atuais;3980.0;Free
Cpu Gamer I5, 16gb, Sdd 240gb, Placa De Vídeo Gtx750ti  ;2805.0;Free
Memória RAM ValueRAM color Verde  4GB 1 Kingston KVR13N9S8/4;120.0;Free
Pc Gamer Cpu Computador I5 8gb, Hd 500gb, Placa Vídeo 2gb;1979.0;Free
Pc Gamer Computador Completo Ryzen 5 32gb Ddr4 Ssd + 2tb Hdd;5980.0;Free
Desktop Completo Atx I3 8gb Ddr3 - Hd Ssd 120gb - Monitor 17;1859.0;Free
Protetor Eletrônico Para Pc - 330va 110 Mono | Energy Lux;5470.0;Paid
Pc Computador Cpu Core I5 650 + Ssd 120gb, 8gb Memória Ram;1299.0;Free
Mini Cpu Dell 3050 I3 4gb Ddr4 128 Ssd Optiplex Mini Pc;2798.0;Free
Computador Pc Completo I5 3° Geração 8gb Ssd 120gb Wi-fi;2999.0;Free
Mouse sem fio Logitech  M170 vermelho e preto;6990.0;Free
Pc Gamer Core I7 16gb Ssd+1tb Geforce Kit Gamer Tela23 Novo ;577654.0;Free
Computador Fácil Intel Core I5 9400 8gb Ddr4 Geforce Ssd480 ;3219.0;Free
Disco sólido externo SanDisk Extreme SDSSDE60-500G-G25 500GB;672.0;Free
Cpu Pc Gamer Intel Core I5 3.6ghz 8gb Ssd480gb Fonte 500wts;2188.0;Free
Memória RAM ValueRAM color Verde  2GB 1 Kingston KVR1333D3N9/2G;4450.0;Paid
Pc Cpu Computador Intel Core I5 3470s + 500 Hd + 8gb Ram;1700.0;Free
Pc Gamer Fácil Intel Core I5 3470s 8gb Gt 1030 2gb Hd 1tb;3179.0;Free
Disco sólido interno Multilaser AXIS 400 SS101 120GB preto;17999.0;Free
Pc Servidor Intel Core I9 9900 Mem 32gb Ssd 1tb + Nf  ;6999.0;Free
Computador Pc Completo Intel I7 3°geração 8gb Hd 1tb + Wi-fi;3899.0;Free
Disco rígido externo Western Digital WD Elements Portable WDBU6Y0020BBK 2TB preto;42999.0;Free
Computador Gamer I5 8gb Geforce 2gb Gt 1030 Hd 1tb Rgb ;2999.0;Free
Computador Office Completo Intel Core I3 4gb Ddr3 Ssd 120gb ;2099.0;Free
Pc Gamer Completo Maximus I5 Gtx1050 8gb Hd1tb Ssd120gb Wifi;6140.0;Free
Headset over-ear gamer JBL Quantum 200 preto;267.0;Free
Computador Office Intel Core I5 8gb Ddr3 Ssd 120gb Hdmi + Nf;1599.0;Free
Pc Intel Core I5 3ª Ger 8gb Ssd 120gb Fonte 200w;142999.0;Free
Mouse para jogo sem fio recarregável Logitech  Pro Series Pro X Superlight branco;799.0;Free
Pc Gamer Completo A6 7480 3.8ghz, 4gb, 8 Núcleos! Promoção!!;3002.0;Free
Disco rígido externo Toshiba Canvio Advance HDTCA40X 4TB vermelho;72999.0;Free
Cpu Pc Gamer Intel  Barato Core I5 3.2ghz 8gb Hd 1tb 500wts;1990.0;Free
Pc Gamer Core I7 16gb Ssd +1tb Geforce Kit Gamer Tela 19;5452.0;Free
Teclado gamer Logitech Serie G Prodigy G213 QWERTY português Brasil cor preto com luz RGB;359.0;Free
Cpu Pc Gamer Intel Core I5 3.6ghz 8gb Ssd240gb;1890.0;Free
Cpu Gamer I5, 8gb, Hd 1tb, Placa De Vídeo Gtx750ti  Wifi;2595.0;Free
Pc Gamer Streamer I7 8gb Ssd Monitor + Kit Gamer Full Hd;4700.0;Free
Disco sólido interno SanDisk SSD Plus SDSSDA-480G-G26 480GB;44990.0;Paid
Desktop Lenovo V50s I5-10400 8gb 1tb Windows 10 Pro;403104.0;Paid
Pc Computador Cpu Core I5 3470 + Hd 1tb + 8gb Memória Ram;1750.0;Free
Mini Computador Bematech Elgin Rc-8400n Zion 4gb Ssd120gb;1293.0;Free
Mouse Pad gamer Exbom MP-LED3080 300mm x 800mm x 4mm preto;7539.0;Paid
Cpu + Monitor Positivo Ds3515 Intel Dual Core 4gb 500gb Novo;1699.0;Free
Pc Computador Cpu Intel Core I3 +ssd 120gb, 4gb, Monitor 17 ;1799.0;Free
Hd Ssd Kingston A400 240gb 6gb/s Pc Notebook Computador;27990.0;Free
 Computador Gamer I5 8gb Geforce 2gb 128bits Ssd 480gb;2859.0;Free
Computador Fácil Intel Core I3 4gb Ddr3 Hd 500gb Nota Fiscal;1109.0;Free
Micro Desktop Intel I3-2100, 4gb, Ssd 120 Gb, Hdmi;1099.0;Free
Adaptador Ethernet Usb 3.0 Gigabit 10/100/1000 Pc Notebook;6999.0;Paid
Pc Gamer Amd A8 9600 8gb Ssd 240gb Placa D Video R7 Series;2659.0;Free
Desktop Completo Atx I3 4gb Ddr3 - Hd Ssd 120gb;1849.0;Free
Fonte de alimentação para PC One Power MP500W3-I 500W preta 110V/220V;191.0;Free
Cpu Pc I5 6° Geração, 8gb, Ssd 240gb Gabinete Atx Fonte C/nf;2150.0;Free
Pc Gamer Computador Completo Ryzen 5 16gb Ddr4 Ssd + Hd 2tb;5480.0;Free
Pc Gamer Powered By Asus I5 10400f Gtx 1650, 3 Anos Garantia;6499.0;Free
Memória RAM ValueRAM  4GB 1 Kingston KVR16N11S8/4;150.0;Free
Pc Gamer Amd A4 6300 3.9 Ghz Gta 16gb 1000g Roda Games ;3302.0;Free
Computador Gamer Intel Barato Core I5 3.2ghz  8gb Hd 1 Tb  ;1950.0;Free
Computador Cpu Intel Core I5 8gb Ssd 240gb Nota Fiscal Win10;1567.0;Free
Disco sólido externo Seagate Expansion STEB6000403 6TB preto;1169.0;Free
Pc Computador Cpu Intel Core I5 + Ssd 120gb, 8gb Memória Ram;1500.0;Free
Disco sólido interno RZX RZXPRO RZX-19SSD6G/120GB 120GB;19999.0;Free
Pc Computador Cpu Core I5 3470 + Ssd 240gb + 8gb Memória Ram;1759.0;Free
Pc Fácil Gamer Intel I5 9400 16gb Gtx 1050ti Hd Ssd 240gb;5799.0;Free
Caixa Caixinha De Som Multilaser 1w P2 Usb Notebook Pc ;4740.0;Paid
Computador Office Intel Core I5 4gb Ddr3 Ssd 120gb Hdmi Nf;1999.0;Free
Pc Computador Cpu Core I5 3470 + Hd 1tb + 16gb Memória Ram;2000.0;Free
Impressora a cor multifuncional HP Deskjet Ink Advantage 2774 com wifi preta 100V/240V;408.0;Free
Computador Rc8400 | 120 Gb Ssd | 4 Gb Ram | Bematech + Nf;1280.0;Free
Workstation Dell Precision T3610 Xeon E5-1620 32gb 2tb;2999.0;Free
Protetor Eletrônico Para Pc - 1000va 110/127 Mono | Involts ;8990.0;Free
Cpu Gamer I5, 8gb, Sdd 120gb, Placa De Vídeo Gtx750ti  ;2375.0;Free
Computador Gamer Intel Barato Core I5 3.2ghz  8gb Hd 1 Tb  ;1950.0;Free
Pc Gamer Completo Amd 8gb Ddr4 + Ssd 240gb Placa Video 2gb ;3529.0;Free
Fonte de alimentação para PC K-Mex PP Series PP-250ROF 250W silver 90V - 135V/180V - 264V;17990.0;Free
Cpu Dell Core I5 3.1ghz Optiplex 790 4gb Ram Hd 500gb - Nova;1790.0;Free
Pc Completo Gamer I5 2400, Geforce 2gb! + Jogos! Promoção;3585.0;Free
Kit Porca Gaiola + Parafuso P/rack De Telecom C/100 Pçs Sp;6949.0;Paid
Pc Gamer Completo I5 8gb Hd 500 Placa De Video Monitor;3489.0;Free
Computador Pc Completo Intel I3 8gb Hd 500gb Wi-fi;2599.0;Free
Disco sólido interno Multilaser AXIS 400 SS101 120GB preto;174.0;Free
Computador Desktop Lenovo Thinkcentre M920s Sff I7-8700 16gb;3999.0;Free
Cpu Pc Intel Core 2 Duo 8400 3.0 + 4gb Ram + Hd 250gb Win 10;74820.0;Free
Fone de ouvido on-ear Logitech H390 preto;24990.0;Free
Computador Completo Fácil Slim Intel Core I3 4gb Ssd 240gb;2289.0;Free
 Cpu Pc  Core I5 3.20ghz 8gb Ssd 240gb Fonte 500w;1670.0;Free
Pc Servidor Intel Core I9 9900 Mem 32gb Ssd 1tb + Nf  ;6999.0;Free
Mini Adaptador Bluetooth Usb Csr 4.0 Conector Pc Windows;2790.0;Paid
Pc Gamer Completo I5 8gb 1tb Monitor + Kit Gamer Full Hd;3890.0;Free
Computador Lenovo Tiny I5 8gb Ssd 240gb W10 Wifi Garantia;2899.0;Free
Pasta Térmica Rise Mode Silver Cold 5g;3999.0;Paid
Pc Gamer Completo Maximus I5 Gt 730 4gb 8gb Hd 1tb Wi-fi;4299.0;Free
Computador Fácil Intel Core I5 10400f 16gb Ddr4 Ssd 240gb;4119.0;Free
Mini Teclado Controle Sem Fio Para Smart Tv Tv Box Pc;3188.0;Paid
Cpu Hp Core I5 8gb Ram Ddr3 Hd 500gb Compaq Computador Pc;1249.0;Free
Pc Cpu I7 3770 3ª Geração 3.4ghz, 16gb Ram Ssd 240gb.;2390.0;Free
Cpu Lenovo M900 Intel Core I7 6ger 16gb 120gb Ssd  - Novo;2699.0;Free
Pasta Térmica Dmix Thermal Silver 1g Ps01 Prata;15.0;Paid
Pc Novo Cpu Intel Core I5 + Ssd 240gb, 8gb+placa Video 2gb;1910.0;Free
Fone de ouvido over-ear Fancong FC-915MV preto e prateado;4490.0;Paid
Computador Intel I3 Hydracorp | 8gb Ddr3 Ssd 120gb | Nfe;1509.0;Free
Pc Gamer Core I7 16gb Ssd Geforce Kit Gamer Tela19 Completo ;464297.0;Free
Disco rígido interno Western Digital WD Black WD5000LPLX 500GB preto;159.0;Free
Computador Intel I3-540 - 3.06 Ghz, 4gb, 500gb, Hdmi;1079.0;Free
Computador Desktop Lenovo V50s I3-10100 4gb 500gb Dos;2499.0;Paid
Micro Pc Desktop Dual Core 2.7 Ghz || 4gb Ram - Hd 320 Giga;96949.0;Free
Memória RAM Fire Dragon color Preto  8GB 1 RZX-D3D10M1600B/8G;24959.0;Free
Computador Pc Desktop Intel Core I3 8gb Ssd 120gb + Gravador;1070.0;Free
Cabo De Áudio Auxiliar P2 X P2 Carro Som Fone Smartphone Pc;1708.0;Paid
Pc Gamer Fácil Barato Intel I5 8gb Ssd 120gb  Geforce 2gb;2119.0;Free
Fonte de alimentação para PC Redragon RPGS GC-PS002 600W preta 100V/240V;352.0;Free
Computador Pc Completo Intel 8gb Hd 500gb Wi-fi Monitor;2659.0;Free
Pc Gamer Computador Completo Ryzen 5 B450 16gb Ddr4 240gb Nf;4180.0;Free
Caixa Caixinha De Som Multilaser 1w P2 Usb Notebook Pc ;4740.0;Paid
Computador Fácil Intel Core I3 10100f 8gb Ddr4 Ssd 240gb;2959.0;Free
Servidor 2 Xeon Octacore, 32 Gb, 1 Tb, Rede Quad Port ;4199.0;Free
Desktop Intel I5-2300, 8gb, Hd500gb, Hdmi;1449.0;Free
Disco sólido interno Multilaser AXIS 500 SS200 240GB;254.0;Free
Pc Computador Cpu I5 Ssd 240gb / 8gb Memória Ram, Fonte 500w;1840.0;Free
Pc Core I5 650 + Ssd 240gb, 8gb Memória Ram+wifi Dvd;1549.0;Free
Regua Cabo Hub Usb 2.0 De 4 Portas Rápidas Extensão Usb Pc;1880.0;Paid
Computador Completo Fácil Intel I3 04 Gb Ddr3 Ssd 120 Gb;2079.0;Free
Computador Pc Completo I5 3°geração 8gb Ssd 120gb Wi-fi;2899.0;Free
Impressora a cor multifuncional HP Deskjet Ink Advantage 2774 com wifi preta 100V/240V;408.0;Free
Pc Gamer Computador Completo Ryzen 5 16gb Ssd 480gb Nfe Wifi;4480.0;Free
Fonte de alimentação para PC Bluecase BLU 500-E 500W preta 115V/230V;20790.0;Free
Cpu Pc Torre I3 4 Gb Hd 500 Gb;98341.0;Paid
Cpu Monitor Dell Optiplex Core I5 8gb 240gb Ssd - Novo;3599.0;Free
Kit Porca Gaiola + Parafuso P/rack De Telecom C/100 Pçs Sp;6949.0;Paid
Computador Intel Core I3 8gb Ddr3 1tb Sata / Wifi;1259.0;Free
Computador Cpu Hydra | Intel | I5 | 8gb | Ssd 240gb ;203449.0;Free
Computador Fácil Intel Core I5 8gb Ddr3 Ssd 480gb;1799.0;Free
Fone de ouvido on-ear Logitech H390 preto;24990.0;Free
Computador Pc Hp Compaq 4000/ Core 2 Duo/4gb Ddr3/ssd 120gb ;899.0;Free
Pc Computador Cpu Intel Dual Core 4gb  Ssd 120gb - Oferta;1099.0;Free
Disco rígido interno Seagate Barracuda ST1000DM010 1TB;295.0;Free
Cpu Pc Gamer Intel Core I5 3.6ghz 8gb Ssd480gb Fonte 500wts;2188.0;Free
Desktop Completo Atx I3 4gb Ddr3 - Hd Ssd 120gb;1849.0;Free
Computador Torre Intel Core 2 Duo 4gb Ssd 240gb + Monitor;1650.0;Free
Mini Adaptador Bluetooth Usb Csr 4.0 Conector Pc Windows;2790.0;Paid
Cpu Pc Gamer Intel Core I5 3.6ghz 8gb Ssd240gb + Gt-1030 2gb;2999.0;Free
Cpu + Monitor Dell 3040mt Core I3 6ger 4gb 240gb Ssd;3099.0;Free
Pasta Térmica Rise Mode Silver Cold 5g;3999.0;Paid
Pc Gamer I5 / 16gb / Ssd 240 / Placa De Vídeo Radeon 4gb;2879.0;Free
Pc Cpu Intel Core I5 3º3,2ghz+16gb Ram+ssd240gb Só Hj;1750.0;Free
Pc Gamer I5 Hight 8gb Gtx 1050 4gb + Monitor E Kit Gamer;5089.0;Free
Pasta Térmica Dmix Thermal Silver 1g Ps01 Prata;15.0;Paid
Computador Fácil Intel Core I5 4gb Ddr3 Hd 500gb;1369.0;Free
Computador Fácil Intel Core I3 8gb Ddr3 Hd 500gb;1329.0;Free
Computador Rc8400 Hd 120 Ssd 4 Gb Ram  Bematech Win 10 Iot;1399.0;Free
Fone de ouvido over-ear Fancong FC-915MV preto e prateado;4490.0;Paid
Pc Computador Cpu Intel Core I3 +ssd 120gb, 4gb, Monitor 17 ;1799.0;Free
Cpu I5, 16gb, Ssd 120gb, Placa De Vídeo 2gb;1980.0;Free
Memória RAM Fire Dragon color Preto  8GB 1 RZX-D3D10M1600B/8G;24959.0;Free
Cpu Mini Dell 3060m I7 8700t 32gb Ddr4 Ssd 480gb Win 10 Pro;5999.0;Free
Computador Pc Completo Intel 8gb Hd 500gb  Wifi Win10 C/ Monitor;2149.0;Free
Desktop Mini Atx G41m-s01 Dual Core E6700 4gb Ddr3 Hd 320gb;75590.0;Free
Cabo De Áudio Auxiliar P2 X P2 Carro Som Fone Smartphone Pc;1708.0;Paid
Pc Cpu Gamer Am4 Ryzen Vega 3 Rx Vega 2x4gb Ddr4 ;2199.0;Free
Memória RAM ValueRAM color Verde  2GB 1 Kingston KVR667D2N5/2G;3046.0;Paid
Servidor 2 Xeon Octacore, 32 Gb, 1 Tb, Rede Quad Port ;4199.0;Free
Pc Cpu Desktop Dell 3020 I5 4 Geração 16gb Ssd240gb Win Pro;2998.0;Free
 Cpu Pc  Core I5 3470 3.20ghz Sem Memoria, Ssd E Hd Com Nf;1220.0;Free
Disco rígido externo Western Digital WD Elements WDBU6Y0040BBK-WESN 4TB preto;716.0;Free
Computador Cpu Gamer Core I3 8gb 500g Geforce 2gb Wifi Hdmi;1799.0;Free
Pc Computador Cpu Intel Core I5 + Ssd 480gb, 8gb Memória Ram;1880.0;Free
Headset gamer Logitech G Series G432 black;429.0;Free
Pc Completo Gamer Intel I5, Geforce 4gb! + Jogos! Promoção;4128.0;Free
Cpu Pc Gamer Intel Barato Core I3 - 8gb Ram - Ssd - Fans Led;1999.0;Free
Computador Fácil B75m Intel I5 2400s 8gb Hd 1tb ;1759.0;Free
Computador Pc Completo Fácil Pentium Dual-core 4gb Hd 500gb;1879.0;Free
Cpu + Monitor Dell Optiplex 3050 Core I5 7ger 8gb 240gb Ssd;3999.0;Free
Case Hd Externo 2.5 Notebook Usb 3.0 Ps4 Xbox One Pc 6gbps;4999.0;Paid
Pc Cpu Intel Core I5 3,2ghz +16gb Ram+ssd 240gb Top De Linha;1870.0;Free
Pc Computador Cpu Core2duo 8400 + Hd 250gb + 4gb Memória Ram;75990.0;Free
Full Hd 1080p Webcam Microfone Visão 360º Computador Câmera;5759.0;Paid
Pc Gamer Cpu I5 16gb, Ssd 240gb, Placa Vídeo 4gb, Placa Wifi;2940.0;Free
Cpu Gamer Intel / Core I5 / 8gb, Gpu 2gb/ Wifi/ Led;2431.0;Free
Computador Completo I5 3º G 4gb Hd Ssd 120gb Monitor Hdmi;2339.0;Free
Disco sólido interno Crucial CT1000BX500SSD1 1TB;711.0;Free
Pc Computador Cpu Core I5 3470 + Ssd 240gb + 8gb Memória Ram;1500.0;Free
Pc Gamer Completo I5 8gb Hd 500 Placa De Video Monitor;3519.0;Free
Cpu Dell Optiplex 7010 Core I5 3570 4gb 500gb Envio Imediato;1599.0;Free
Pc Gamer Fácil I7 9700f 16gb Gtx 1050ti 4gb Ddr4 Hd 1tb;6859.0;Free
Computador Intel I3-540, 4gb Ddr3, Hd 500 Gb, Wifi;92949.0;Free
Memória Kingston Ddr2 2gb 800mhz Nova Lacrada Frete Gratis*;4713.0;Paid
Computador Intel Core I3 4gb Ddr3 1tb Sata / Wifi;1099.0;Free
Pc Cpu I7 3770 3ª Geração 3.4ghz, 16gb Ram Ssd 240gb.;2390.0;Free
Adaptador Receptor Wireless Usb Wifi 1200mbps Pc E Note;3290.0;Paid
Pc Gamer Fácil Intel I5 10400f 16gb Gtx 1050ti Ddr5 Hd 1 Tb;6779.0;Free
Pc Itx Gamer Arena Owned I5 10400f, Gtx 1650, Ssd 240, 8gb;5999.0;Free
Pc Computador Cpu Intel Core I5 + Ssd 240gb, 8gb Monitor 19 ;2238.0;Free
Fone de ouvido over-ear Fancong FC-915MV preto e prateado;4490.0;Paid
Pc Intel Core I7 3ª Ger/16gb Ddr3/240gb Ssd/gabinete + Fonte;2350.0;Free
Cpu Monitor Dell Optiplex Core I5 8gb 500gb - Novo;3299.0;Free
Pc Gamer Fácil Barato Intel I5 8gb Ssd 240gb  Geforce 2gb;2259.0;Free
Computador Pc Completo Intel I3 4°geração 8gb Hd 500gb Wi-fi;2799.0;Free
Processador AMD Athlon 3000G YD3000C6FHBOX de 2 núcleos e 3.5GHz de frequência com gráfica integrada;46574.0;Free
Cpu Mini Dell 3060m I7 8700t 16gb Ddr4 Ssd 480gb Win 10 Pro;4679.0;Free
Computador Intel I3 4gb Ddr3, Ssd 120gb, Hdmi;1089.0;Free
Pc Gamer 11ª I5 11400f 16gb Ddr4 M.2 480gb Gtx 1660 Super 6g;8799.0;Free
Teclado gamer HyperX Alloy Core RGB QWERTY português Brasil cor preto com luz RGB;399.0;Free
Pc Gamer Completo Amd A8 8gb Ssd 240gb Placa De Video R7;3150.0;Free
Computador Fácil Dual Core 2.70ghz 4gb Ssd120 Ponto De Venda;1039.0;Free
Mouse para jogo Estone  X7 black;3052.0;Paid
Pc Itx Gamer Arena Ultimate Core I5 9400f Gtx 1650 240gb 8gb;5936.0;Free
Pc Gamer Completo Fácil Amd A6 9500e 8gb Hd 500gb Radeon R5;2779.0;Free
Mouse Pad Emborrachado P/ Jogos Pc E Note ;1290.0;Paid
Cpu Dell Optiplex 380 Core 2 Duo 2,9ghz 4gb Ddr3 Hd 160gb Pc;799.0;Free
Pc Cpu Gamer Am4 Ryzen Vega 3 Rx Vega 2x4gb Ddr4 ;2199.0;Free
Cpu Intel Pentium 8ª Geração G5400 8gb Ddr4 Ssd 240gb C/nf;2019.0;Free
Disco sólido interno Adata Ultimate SU630 ASU630SS-240GQ-R 240GB;238.0;Free
Pc Cpu Gamer Barato Core I5 3.8ghz 16gb Ssd 240gb F500wts ;2288.0;Free
Mini Desktop Dell 3060 I5 8gb 128 Ssd Optiplex Mini Pc;3399.0;Free
Cpu Intel Pentium 8ª Geração G5400 8gb Ddr4 Ssd 120gb C/nf;1919.0;Free
Computador Bematech Rc-8400 J1800 4gb Hd500gb 2 Seriais;1250.0;Free
Disco sólido interno XPG Spectrix S40G AS40G-1TT-C 1TB;177265.0;Free
Computador Cpu Intel I3 4gb Ssd 120gb Hdmi Pronta Entrega;1229.0;Free
Pc Computador Cpu Intel Core I5 + Hd 500gb + 8gb Memória Ram;1348.0;Free
Computador Intel I3-530 - 2.93 Ghz, 4gb, 500gb, Hdmi;99449.0;Free
No break SMS Power Vision Upv 3000 Bi 27737 3000VA entrada de 115V/127V/220V e saída de 115V preto;4448.0;Free
Computador Lenovo Tiny I5 8gb Ssd 240gb W10 Wifi Garantia;2899.0;Free
Cpu Desktop Core I5 4570 3.2ghz Ssd 120gb 8gb;2250.0;Free
Disco sólido interno Kingston SA400S37/120G 120GB;176.0;Free
Cpu Monitor Dell Optiplex Core I5 4gb 500gb - Novo;2999.0;Free
Computador Pc Completo Fácil Pentium Dual-core 4gb Hd 500gb;1879.0;Free
Pc Gamer Cpu I5 16gb, Ssd 240gb, Hd 500gb, Placa Vídeo 4gb;2890.0;Free
Computador Fácil Gamer Intel I5 8gb Gtx 1050-ti 4gb Hd 1 Tb;4589.0;Free
Computador Torre Intel Core 2 Duo 4gb Ssd 240gb + Monitor;1650.0;Free
Mouse sem fio Exbom  MS-S22 preto;3490.0;Paid
Cpu Pc Game Intel Core I5 3.2ghz 8gb Ssd240gb 500w Gt710 2gb;2090.0;Free
Pc Cpu Gamer Barato Com Jogos Hdmi Video Radeon ;1397.0;Free
 Cpu Pc  Torre Core I5 3.20ghz 16gb Ssd 240gb ;1970.0;Free
Fonte de alimentação para PC Corsair CV Series CV650 650W black 100V/240V;66684.0;Paid
 Cpu Pc Core I5 3470 3.20ghz 8gb Ssd 240gb Com Nf Rede /1000;1839.0;Free
Cpu + Monitor Dell Optiplex 3050 Core I5 7ger 8gb 240gb Ssd;3999.0;Free
Pc Completo Fácil Intel I3 04gb Hd 500gb + Monitor Led 15'';1989.0;Free
Pc Gamer Amd A8 9600 8gb Ssd 240gb Placa De Video R7 Serie;2489.0;Free
Fonte de alimentação para PC Xway 01001 230W 115V/230V;7899.0;Paid
Cpu Intel Core I7 3770 + 16gb 1600mhz  +ssd 480gb+dvd;2500.0;Free
Cpu Pc Gamer Intel Barato Core I5 8gb Hd 500g Com Jogos;1888.0;Free
 Cpu Pc  Torre Core I5 3470 3.20ghz 8gb Ssd 480gb Com Nf;1975.0;Free
Hd Ssd Kingston 480gb Sata 6gbs 2.5 Pol Lacrado A400 500mbs;36996.0;Free
Computador Cpu Intel I3 4gb Hd 1tb Hdmi Pronta Entrega;1350.0;Free
Computador Fino Hp 6305 Slim Amd A8 5500b 4gb Hd 320gb;79990.0;Free
Disco rígido externo Western Digital WD Elements SE WDBJRT0040BBK 4TB preto;69999.0;Free
Pc Cpu Desktop Intel Core I7 8gb Ddr3 Hd Ssd 240g / Gravador;2600.0;Free
Pc Gamer Cpu Intel Core I5 3.6ghz 8gb Ssd 240gb Gforce 2gb;2499.0;Free
Pc Desktop Fácil Gamer I5 16gb Geforce 2gb 128bits Ssd 240gb;2979.0;Free
Cpu Monitor Dell Optiplex Core I5 8gb 500gb - Novo;3299.0;Free
Computador Cpu Intel I3 4gb Ssd 240gb Hdmi Pronta Entrega;1300.0;Free
Headset gamer Haiz HZ-K20 preto com luz LED;18261.0;Free
Pc Gamer Cpu Desktop Completo Intel 9gn 16gb Vídeo Dedicado;5180.0;Free
Computador Fácil Intel Core I5 8gb Ssd 240gb Nota Fiscal;1719.0;Free
Servidor Dell Power 1950 2x Xeon E5310 - 8gb Ddr2 - 2x 300gb;799.0;Free
Disco sólido interno Hikvision C100 Series HS-SSD-C100/120G 120GB;18911.0;Free
Pc Gamer Fácil Intel Core I5 3470s 8gb Gt 1030 2gb Hd 500gb;2879.0;Free
Pc Gamer Core I7 16gb Ssd Geforce Kit Gamer Tela 18,5 Novo! ;4630.0;Free
Case Hd Externo Usb 3.0 2.5 Hd Notebook Sata Pc Xbox Ps3 Ps4;4699.0;Paid
Computador Desktop Lenovo V50s I3-10100 4gb 500gb Dos;2499.0;Paid
Pc Gamer, I5 3470, 16gb, Sdd 240gb, Placa De Vídeo 2gb;2515.0;Free
Computador Fácil Intel Core I3 10100f 8gb Ddr4 Ssd 480gb;3159.0;Free
Memória RAM ValueRAM color Verde  2GB 1 Kingston KVR667D2N5/2G;3046.0;Paid
Cpu Gamer Barata Amd A6 7480 8gb Hd 500 Video Radeon R5;1679.0;Free
Desktop Dell 390 Core I5 2400 8gb 500gb Win10 Hdmi;2030.0;Free
Disco sólido interno Adata ASX8100NP-512GT-C 512GB;55589.0;Free
Pc Gamer Amd A8  8gb Ddr4 Ssd 240gb Placa De Video R7 Series;2697.0;Free
Pc Completo Gamer Monitor 19 Led Hdmi Wifi 8gb + 30 Jogos!;2899.0;Free
;Average Price: 10423.687943262412;Paid: 59 - Free: 505
